"","state","state.name","middate","pollster","pollster_id","samplesize","population","clinton","trump"
"312","FL","Florida","10/10/16","Ipsos",25,1019,"likelyvoters",47.57,41.81
"313","FL","Florida","10/7/16","Florida Atlantic University",206,400,"likelyvoters",48.6,42.9
"314","FL","Florida","10/6/16","Google Consumer Surveys",73,893,"likelyvoters",36.85,37.09
"315","FL","Florida","10/5/16","CVOTER International",192,398,"likelyvoters",47.6,46.7
"316","FL","Florida","10/4/16","Marist College",8,700,"likelyvoters",45,42
"317","FL","Florida","10/4/16","Gravis Marketing",181,821,"registeredvoters",47,45
"318","FL","Florida","10/3/16","Associated Industries of Florida",NA,1000,"likelyvoters",44,41
"319","FL","Florida","10/3/16","Emerson College",119,600,"likelyvoters",44,45
"320","FL","Florida","10/3/16","Ipsos",25,979,"likelyvoters",48.55,43.74
"321","FL","Florida","9/30/16","University of North Florida",36,686,"likelyvoters",41,38
"322","FL","Florida","9/30/16","Google Consumer Surveys",73,1270,"likelyvoters",34.54,42.36
"323","FL","Florida","9/29/16","Quinnipiac University",26,545,"likelyvoters",46,41
"324","FL","Florida","9/28/16","Opinion Savvy/InsiderAdvantage",338,619,"likelyvoters",46.6,46.3
"325","FL","Florida","9/28/16","Mason-Dixon Polling & Research, Inc.",49,820,"likelyvoters",46,42
"326","FL","Florida","9/27/16","Public Policy Polling",60,826,"likelyvoters",45,43
"327","FL","Florida","9/26/16","Ipsos",25,701,"likelyvoters",47.55,46.4
"328","FL","Florida","9/25/16","CVOTER International",192,785,"likelyvoters",46.3,48.9
"329","FL","Florida","9/23/16","Google Consumer Surveys",73,956,"likelyvoters",34.29,41.33
"330","FL","Florida","9/20/16","Suffolk University",65,500,"likelyvoters",44,45
"331","FL","Florida","9/19/16","Ipsos",25,811,"likelyvoters",49.08,45.16
"332","FL","Florida","9/18/16","CVOTER International",192,764,"likelyvoters",46.4,48.2
"333","FL","Florida","9/17/16","Monmouth University",1,400,"likelyvoters",46,41
"334","FL","Florida","9/17/16","Cherry Communications",303,617,"likelyvoters",43,41
"335","FL","Florida","9/17/16","Google Consumer Surveys",73,1125,"likelyvoters",30.25,43.12
"336","FL","Florida","9/13/16","Saint Leo University",257,475,"likelyvoters",49.4,43.6
"337","FL","Florida","9/12/16","Siena College",14,867,"likelyvoters",41,40
"338","FL","Florida","9/12/16","Ipsos",25,722,"likelyvoters",46.33,49.84
"339","FL","Florida","9/10/16","Google Consumer Surveys",73,1347,"likelyvoters",30.85,41.04
"340","FL","Florida","9/9/16","CNN/Opinion Research Corp.",30,788,"likelyvoters",44,47
"341","FL","Florida","9/8/16","Global Strategy Group",275,800,"likelyvoters",46,43
"342","FL","Florida","9/8/16","YouGov",81,1193,"likelyvoters",44,42
"343","FL","Florida","9/7/16","JMC Enterprises",294,781,"likelyvoters",42,46
"344","FL","Florida","9/5/16","Public Policy Polling",60,744,"likelyvoters",43,44
"345","FL","Florida","9/5/16","Ipsos",25,616,"likelyvoters",46.88,47.17
"346","FL","Florida","9/3/16","Google Consumer Surveys",73,1195,"likelyvoters",31.35,39.97
"347","FL","Florida","9/2/16","Quinnipiac University",26,761,"likelyvoters",43,43
"348","FL","Florida","8/29/16","Ipsos",25,605,"likelyvoters",48.23,44.6
"349","FL","Florida","8/27/16","Google Consumer Surveys",73,1360,"likelyvoters",30.85,39.89
"350","FL","Florida","8/23/16","Mason-Dixon Polling & Research, Inc.",49,625,"likelyvoters",44,42
"351","FL","Florida","8/22/16","Ipsos",25,666,"likelyvoters",49.05,41.88
"352","FL","Florida","8/21/16","icitizen",NA,600,"registeredvoters",42,37
"353","FL","Florida","8/20/16","Florida Atlantic University",206,1200,"likelyvoters",41,43
"354","FL","Florida","8/20/16","SurveyMonkey",352,3287,"registeredvoters",42,40
"355","FL","Florida","8/20/16","Google Consumer Surveys",73,1288,"likelyvoters",32.58,40.47
"356","FL","Florida","8/19/16","Cherry Communications",303,608,"likelyvoters",41,44
"357","FL","Florida","8/16/16","Saint Leo University",257,1380,"likelyvoters",51.7,37.7
"358","FL","Florida","8/15/16","Ipsos",25,1216,"likelyvoters",48.52,41.41
"359","FL","Florida","8/13/16","Monmouth University",1,402,"likelyvoters",48,39
"360","FL","Florida","8/13/16","Google Consumer Surveys",73,1341,"likelyvoters",34.48,38.4
"361","FL","Florida","8/11/16","YouGov",81,1194,"likelyvoters",45,40
"362","FL","Florida","8/10/16","Opinion Savvy/InsiderAdvantage",338,622,"likelyvoters",45.2,44.3
"363","FL","Florida","8/7/16","Marist College",8,862,"registeredvoters",41,36
"364","FL","Florida","8/3/16","Quinnipiac University",26,1056,"likelyvoters",43,43
"365","FL","Florida","8/2/16","Suffolk University",65,500,"likelyvoters",43.2,38.8
"366","FL","Florida","7/9/16","JMC Enterprises",294,700,"likelyvoters",42,47
"367","FL","Florida","7/8/16","Greenberg Quinlan Rosner (Democracy Corps)",127,1100,"likelyvoters",45,40
"368","FL","Florida","7/8/16","Marist College",8,871,"registeredvoters",41,36
"369","FL","Florida","7/5/16","Quinnipiac University",26,1015,"registeredvoters",36,41
"370","FL","Florida","6/27/16","Gravis Marketing",181,1619,"registeredvoters",48.5,48.5
"371","FL","Florida","6/27/16","OnMessage Inc.",237,800,"likelyvoters",45,47
"372","FL","Florida","6/26/16","SurveyUSA",12,1678,"likelyvoters",46,42
"373","FL","Florida","6/22/16","YouGov",81,1192,"likelyvoters",44,41
"374","FL","Florida","6/16/16","Evolving Strategies",NA,596,"likelyvoters",47,34
"375","FL","Florida","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,300,"likelyvoters",49,38
"376","FL","Florida","6/13/16","Quinnipiac University",26,975,"registeredvoters",42,36
"377","FL","Florida","6/13/16","Saint Leo University",257,459,"likelyvoters",45.8,33.1
"378","FL","Florida","6/1/16","Mason-Dixon Polling & Research, Inc.",49,625,"likelyvoters",45,42
"379","FL","Florida","5/17/16","Gravis Marketing",181,2542,"registeredvoters",46,42
"380","FL","Florida","5/17/16","YouGov",81,995,"likelyvoters",43,42
"381","FL","Florida","5/2/16","Quinnipiac University",26,1051,"registeredvoters",43,42
"382","FL","Florida","4/26/16","Associated Industries of Florida",NA,604,"likelyvoters",49,36
"383","FL","Florida","3/15/16","Saint Leo University",257,540,"likelyvoters",51.7,34.2
"384","FL","Florida","3/7/16","Marist College",8,2422,"registeredvoters",49,41
"385","FL","Florida","3/5/16","SurveyUSA",12,1961,"likelyvoters",44,45
"386","FL","Florida","3/4/16","CNN/Opinion Research Corp.",30,854,"registeredvoters",50,43
"387","FL","Florida","2/2/16","Florida Southern College",NA,608,"registeredvoters",45,38
"388","FL","Florida","1/16/16","Florida Atlantic University",206,1008,"registeredvoters",44,47
"389","FL","Florida","12/1/15","Saint Leo University",257,404,"likelyvoters",49,41
"390","FL","Florida","11/15/15","Florida Atlantic University",206,829,"registeredvoters",41,49
"391","GA","Georgia","10/20/16","Landmark Communications",100,600,"likelyvoters",43,47
"392","GA","Georgia","10/20/16","Opinion Savvy/InsiderAdvantage",338,570,"likelyvoters",46.1,50.1
"393","GA","Georgia","10/18/16","Time/Abt SRBI",23,839,"likelyvoters",42,44
"394","GA","Georgia","10/17/16","Google Consumer Surveys",73,551,"likelyvoters",33.26,42.1
"395","GA","Georgia","10/16/16","Clout Research/Wenzel Strategies",354,627,"likelyvoters",43.1,45.8
"396","GA","Georgia","10/13/16","Ipsos",25,523,"likelyvoters",40.91,49.4
"397","GA","Georgia","10/12/16","CVOTER International",192,351,"likelyvoters",45.1,48.8
"398","GA","Georgia","10/12/16","SurveyMonkey",352,886,"likelyvoters",45,41
"399","GA","Georgia","10/12/16","Google Consumer Surveys",73,489,"likelyvoters",30.22,41.25
"400","GA","Georgia","10/11/16","Landmark Communications",100,1400,"likelyvoters",42.3,47.8
"401","GA","Georgia","10/6/16","Ipsos",25,645,"likelyvoters",41.51,50.04
"402","GA","Georgia","10/6/16","Google Consumer Surveys",73,456,"likelyvoters",30.76,42.67
"403","GA","Georgia","10/5/16","CVOTER International",192,360,"likelyvoters",44.8,48.6
"404","GA","Georgia","10/3/16","Ipsos",25,392,"likelyvoters",43.1,48.05
"405","GA","Georgia","9/30/16","Google Consumer Surveys",73,599,"likelyvoters",28.89,43.74
"406","GA","Georgia","9/26/16","Ipsos",25,317,"likelyvoters",38.11,50.98
"407","GA","Georgia","9/25/16","CVOTER International",192,626,"likelyvoters",42.5,51.7
"408","GA","Georgia","9/23/16","Google Consumer Surveys",73,441,"likelyvoters",31.5,39.2
"409","GA","Georgia","9/21/16","Landmark Communications",100,600,"likelyvoters",42.9,46.5
"410","GA","Georgia","9/21/16","JMC Enterprises",294,600,"likelyvoters",38,44
"411","GA","Georgia","9/18/16","CVOTER International",192,639,"likelyvoters",42.8,50.6
"412","GA","Georgia","9/17/16","Quinnipiac University",26,638,"likelyvoters",40,47
"413","GA","Georgia","9/17/16","Google Consumer Surveys",73,543,"likelyvoters",30.02,44.88
"414","GA","Georgia","9/16/16","Monmouth University",1,401,"likelyvoters",42,45
"415","GA","Georgia","9/15/16","Ipsos",25,613,"likelyvoters",42.71,46.04
"416","GA","Georgia","9/14/16","Opinion Savvy/InsiderAdvantage",338,568,"likelyvoters",42,46.3
"417","GA","Georgia","9/11/16","Emerson College",119,600,"likelyvoters",39,45
"418","GA","Georgia","9/10/16","Google Consumer Surveys",73,542,"likelyvoters",31.01,39.72
"419","GA","Georgia","9/8/16","Ipsos",25,539,"likelyvoters",39.99,47.77
"420","GA","Georgia","9/7/16","Marist College",8,625,"likelyvoters",42,44
"421","GA","Georgia","9/3/16","Google Consumer Surveys",73,573,"likelyvoters",31.85,40.74
"422","GA","Georgia","9/1/16","Ipsos",25,529,"likelyvoters",37.89,48.39
"423","GA","Georgia","8/27/16","Google Consumer Surveys",73,568,"likelyvoters",25.87,43.94
"424","GA","Georgia","8/25/16","Ipsos",25,525,"likelyvoters",41.1,47.01
"425","GA","Georgia","8/20/16","SurveyMonkey",352,2034,"registeredvoters",39,40
"426","GA","Georgia","8/20/16","Google Consumer Surveys",73,636,"likelyvoters",27.58,44.61
"427","GA","Georgia","8/18/16","Ipsos",25,498,"likelyvoters",43.33,46.33
"428","GA","Georgia","8/17/16","Opinion Savvy/InsiderAdvantage",338,730,"likelyvoters",42.8,43
"429","GA","Georgia","8/13/16","Google Consumer Surveys",73,546,"likelyvoters",27.63,41.69
"430","GA","Georgia","8/11/16","Ipsos",25,522,"likelyvoters",41.99,46.04
"431","GA","Georgia","8/11/16","YouGov",81,988,"likelyvoters",41,45
"432","GA","Georgia","8/6/16","JMC Enterprises",294,615,"likelyvoters",44,37
"433","GA","Georgia","8/6/16","Gravis Marketing",181,1604,"registeredvoters",39,43
"434","GA","Georgia","8/2/16","Time/Abt SRBI",23,847,"registeredvoters",41,38
"435","GA","Georgia","7/31/16","Landmark Communications",100,787,"likelyvoters",46,46
"436","GA","Georgia","7/30/16","SurveyUSA",12,628,"likelyvoters",42,46
"437","GA","Georgia","7/24/16","Landmark Communications",100,500,"likelyvoters",44.2,45.5
"438","GA","Georgia","7/3/16","Lake Research Partners",42,600,"likelyvoters",41,40
"439","GA","Georgia","5/15/16","Opinion Savvy/InsiderAdvantage",338,587,"likelyvoters",41,44
"440","GA","Georgia","5/10/16","Time/Abt SRBI",23,822,"registeredvoters",41,45
"441","GA","Georgia","5/5/16","Landmark Communications",100,570,"likelyvoters",41,42
"442","GA","Georgia","4/1/16","Lake Research Partners",42,400,"likelyvoters",50,37
"443","GA","Georgia","2/22/16","SurveyUSA",12,1261,"likelyvoters",41,50
"444","HI","Hawaii","10/17/16","Google Consumer Surveys",73,94,"likelyvoters",49.02,27.28
"445","HI","Hawaii","10/12/16","CVOTER International",192,312,"likelyvoters",64.7,32.5
"446","HI","Hawaii","10/12/16","Google Consumer Surveys",73,66,"likelyvoters",51.35,20.4
"447","HI","Hawaii","10/6/16","Google Consumer Surveys",73,67,"likelyvoters",49.42,29.17
"448","HI","Hawaii","10/5/16","CVOTER International",192,304,"likelyvoters",64.4,32.4
"449","HI","Hawaii","9/30/16","Google Consumer Surveys",73,59,"likelyvoters",62.08,16.96
"450","HI","Hawaii","9/25/16","CVOTER International",192,461,"likelyvoters",63.6,33.5
"451","HI","Hawaii","9/23/16","Google Consumer Surveys",73,82,"likelyvoters",42.4,21.69
"452","HI","Hawaii","9/18/16","CVOTER International",192,460,"likelyvoters",64,32.5
"453","HI","Hawaii","9/17/16","Google Consumer Surveys",73,42,"likelyvoters",43.2,31.59
"454","HI","Hawaii","9/10/16","Google Consumer Surveys",73,90,"likelyvoters",40.16,21.25
"455","HI","Hawaii","9/3/16","Google Consumer Surveys",73,90,"likelyvoters",47.31,27.69
"456","HI","Hawaii","8/27/16","Google Consumer Surveys",73,85,"likelyvoters",41.35,23.55
"457","HI","Hawaii","8/20/16","SurveyMonkey",352,546,"registeredvoters",51,25
"458","HI","Hawaii","8/20/16","Google Consumer Surveys",73,87,"likelyvoters",42.98,22.49
"459","HI","Hawaii","8/13/16","Google Consumer Surveys",73,76,"likelyvoters",53.27,22.95
"460","IA","Iowa","10/17/16","Google Consumer Surveys",73,424,"likelyvoters",34.22,32.63
"461","IA","Iowa","10/12/16","CVOTER International",192,328,"likelyvoters",48.6,47.7
"462","IA","Iowa","10/12/16","SurveyMonkey",352,1135,"likelyvoters",40,45
"463","IA","Iowa","10/12/16","Google Consumer Surveys",73,359,"likelyvoters",32.59,35.59
"464","IA","Iowa","10/10/16","Ipsos",25,363,"likelyvoters",45.62,42.61
"465","IA","Iowa","10/8/16","The Times-Picayune/Lucid",NA,917,"likelyvoters",41,37
"466","IA","Iowa","10/6/16","Google Consumer Surveys",73,360,"likelyvoters",36.61,27.19
"467","IA","Iowa","10/5/16","CVOTER International",192,322,"likelyvoters",48.7,47.1
"468","IA","Iowa","10/4/16","Selzer & Company",3,642,"likelyvoters",39,43
"469","IA","Iowa","10/3/16","Ipsos",25,382,"likelyvoters",44.74,44.49
"470","IA","Iowa","9/30/16","Google Consumer Surveys",73,411,"likelyvoters",38.14,29.27
"471","IA","Iowa","9/26/16","Ipsos",25,359,"likelyvoters",44.43,46.18
"472","IA","Iowa","9/25/16","CVOTER International",192,491,"likelyvoters",47.5,49
"473","IA","Iowa","9/23/16","Google Consumer Surveys",73,362,"likelyvoters",36.2,29.81
"474","IA","Iowa","9/21/16","Loras College",170,491,"likelyvoters",37.7,38.3
"475","IA","Iowa","9/19/16","Ipsos",25,343,"likelyvoters",42.15,48.82
"476","IA","Iowa","9/18/16","CVOTER International",192,481,"likelyvoters",46.9,48.9
"477","IA","Iowa","9/17/16","Quinnipiac University",26,612,"likelyvoters",37,44
"478","IA","Iowa","9/17/16","Google Consumer Surveys",73,387,"likelyvoters",29.97,30.86
"479","IA","Iowa","9/13/16","Monmouth University",1,404,"likelyvoters",37,45
"480","IA","Iowa","9/12/16","Ipsos",25,344,"likelyvoters",40.51,50.74
"481","IA","Iowa","9/10/16","Google Consumer Surveys",73,411,"likelyvoters",30.38,35.27
"482","IA","Iowa","9/7/16","RABA Research",252,1054,"likelyvoters",39,40
"483","IA","Iowa","9/5/16","Ipsos",25,347,"likelyvoters",40.55,49.46
"484","IA","Iowa","9/3/16","Google Consumer Surveys",73,402,"likelyvoters",36.29,30.31
"485","IA","Iowa","8/31/16","Emerson College",119,600,"likelyvoters",39,44
"486","IA","Iowa","8/30/16","Public Policy Polling",60,827,"likelyvoters",45,43
"487","IA","Iowa","8/29/16","Ipsos",25,327,"likelyvoters",41.39,43.91
"488","IA","Iowa","8/27/16","Google Consumer Surveys",73,325,"likelyvoters",33.58,32.81
"489","IA","Iowa","8/22/16","Ipsos",25,282,"likelyvoters",41.18,44.18
"490","IA","Iowa","8/20/16","SurveyMonkey",352,1875,"registeredvoters",36,40
"491","IA","Iowa","8/20/16","Google Consumer Surveys",73,308,"likelyvoters",40.4,33.02
"492","IA","Iowa","8/18/16","YouGov",81,987,"likelyvoters",40,40
"493","IA","Iowa","8/15/16","Ipsos",25,288,"likelyvoters",43.05,39.52
"494","IA","Iowa","8/13/16","Google Consumer Surveys",73,323,"likelyvoters",37.83,28.17
"495","IA","Iowa","8/12/16","Quinnipiac University",26,846,"likelyvoters",41,39
"496","IA","Iowa","8/9/16","Suffolk University",65,500,"likelyvoters",36,37
"497","IA","Iowa","8/8/16","Ipsos",25,369,"likelyvoters",41.22,41.45
"498","IA","Iowa","8/5/16","Marist College",8,899,"registeredvoters",35,35
"499","IA","Iowa","7/14/16","YouGov",81,998,"likelyvoters",39,40
"500","IA","Iowa","7/9/16","Monmouth University",1,401,"likelyvoters",42,44
"501","IA","Iowa","7/7/16","Marist College",8,822,"registeredvoters",37,37
"502","IA","Iowa","6/26/16","Loras College",170,600,"likelyvoters",44,31
"503","IA","Iowa","6/16/16","Evolving Strategies",NA,601,"likelyvoters",38,36
"504","IA","Iowa","1/4/16","Marist College",8,1470,"registeredvoters",48,40
"505","IA","Iowa","11/13/15","Morning Consult",NA,641,"registeredvoters",41,40
"506","ID","Idaho","10/17/16","Google Consumer Surveys",73,182,"likelyvoters",26.63,38.39
"507","ID","Idaho","10/12/16","CVOTER International",192,316,"likelyvoters",34,60
"508","ID","Idaho","10/12/16","Google Consumer Surveys",73,161,"likelyvoters",23.38,33.65
"509","ID","Idaho","10/10/16","Ipsos",25,171,"likelyvoters",35.13,50.7
"510","ID","Idaho","10/6/16","Google Consumer Surveys",73,150,"likelyvoters",24.82,32.89
"511","ID","Idaho","10/5/16","CVOTER International",192,330,"likelyvoters",33.5,59.9
"512","ID","Idaho","10/3/16","Dan Jones & Associates",273,608,"likelyvoters",30,40
"513","ID","Idaho","10/3/16","Ipsos",25,199,"likelyvoters",31.26,54.18
"514","ID","Idaho","9/30/16","Google Consumer Surveys",73,158,"likelyvoters",27.19,42.68
"515","ID","Idaho","9/26/16","Ipsos",25,197,"likelyvoters",31.01,55.22
"516","ID","Idaho","9/25/16","CVOTER International",192,487,"likelyvoters",31.9,62.3
"517","ID","Idaho","9/23/16","Google Consumer Surveys",73,144,"likelyvoters",22.61,46.46
"518","ID","Idaho","9/19/16","Ipsos",25,175,"likelyvoters",27.39,59.62
"519","ID","Idaho","9/18/16","CVOTER International",192,479,"likelyvoters",33,60.6
"520","ID","Idaho","9/17/16","Google Consumer Surveys",73,144,"likelyvoters",18.72,43.51
"521","ID","Idaho","9/12/16","Ipsos",25,178,"likelyvoters",32.19,54.9
"522","ID","Idaho","9/10/16","Google Consumer Surveys",73,165,"likelyvoters",11.78,42.37
"523","ID","Idaho","9/5/16","Ipsos",25,176,"likelyvoters",31.94,56.14
"524","ID","Idaho","9/3/16","Google Consumer Surveys",73,187,"likelyvoters",24.67,35.73
"525","ID","Idaho","8/29/16","Ipsos",25,167,"likelyvoters",30.1,55.85
"526","ID","Idaho","8/27/16","Google Consumer Surveys",73,168,"likelyvoters",25.17,35.94
"527","ID","Idaho","8/24/16","Dan Jones & Associates",273,602,"likelyvoters",23,44
"528","ID","Idaho","8/22/16","Ipsos",25,126,"likelyvoters",27.92,58.08
"529","ID","Idaho","8/20/16","SurveyMonkey",352,716,"registeredvoters",25,44
"530","ID","Idaho","8/20/16","Google Consumer Surveys",73,164,"likelyvoters",25.88,36.13
"531","ID","Idaho","8/15/16","Ipsos",25,144,"likelyvoters",29.2,49.24
"532","ID","Idaho","8/13/16","Google Consumer Surveys",73,166,"likelyvoters",24.07,40.41
"533","ID","Idaho","8/8/16","Ipsos",25,186,"likelyvoters",30.39,44.22
"534","ID","Idaho","7/10/16","Dan Jones & Associates",273,601,"likelyvoters",23,44
"535","IL","Illinois","10/17/16","Google Consumer Surveys",73,1105,"likelyvoters",38.96,29.27
"536","IL","Illinois","10/17/16","Ipsos",25,371,"likelyvoters",57.33,27.64
"537","IL","Illinois","10/13/16","Illinois Public Opinion Strategies",NA,644,"likelyvoters",50,31.5
"538","IL","Illinois","10/12/16","CVOTER International",192,398,"likelyvoters",55.5,40.2
"539","IL","Illinois","10/12/16","Google Consumer Surveys",73,930,"likelyvoters",36.05,32.23
"540","IL","Illinois","10/10/16","Ipsos",25,409,"likelyvoters",60.31,27.44
"541","IL","Illinois","10/6/16","Google Consumer Surveys",73,1025,"likelyvoters",39.07,29.52
"542","IL","Illinois","10/5/16","CVOTER International",192,397,"likelyvoters",55.4,39.9
"543","IL","Illinois","10/4/16","Global Strategy Group",275,600,"likelyvoters",50,33
"544","IL","Illinois","10/3/16","Ipsos",25,601,"likelyvoters",57.49,31.29
"545","IL","Illinois","9/30/16","Google Consumer Surveys",73,1116,"likelyvoters",42.41,25.35
"546","IL","Illinois","9/29/16","Southern Illinois University",NA,865,"likelyvoters",53.2,28.4
"547","IL","Illinois","9/26/16","Ipsos",25,422,"likelyvoters",52.71,33.37
"548","IL","Illinois","9/25/16","CVOTER International",192,682,"likelyvoters",53.5,42.1
"549","IL","Illinois","9/23/16","Google Consumer Surveys",73,933,"likelyvoters",36.79,30.29
"550","IL","Illinois","9/22/16","Victory Research",NA,1200,"likelyvoters",48.6,35.1
"551","IL","Illinois","9/20/16","Emerson College",119,700,"likelyvoters",44.5,38.7
"552","IL","Illinois","9/19/16","Ipsos",25,426,"likelyvoters",53.43,30.81
"553","IL","Illinois","9/18/16","CVOTER International",192,657,"likelyvoters",54.2,40.7
"554","IL","Illinois","9/17/16","Google Consumer Surveys",73,1027,"likelyvoters",39.01,29.4
"555","IL","Illinois","9/14/16","Loras College",170,600,"likelyvoters",43,30
"556","IL","Illinois","9/12/16","We Ask America",336,955,"registeredvoters",51.24,32.71
"557","IL","Illinois","9/12/16","Ipsos",25,432,"likelyvoters",51.5,36.18
"558","IL","Illinois","9/10/16","Google Consumer Surveys",73,1226,"likelyvoters",37.79,29.41
"559","IL","Illinois","9/5/16","Ipsos",25,460,"likelyvoters",51.65,33.86
"560","IL","Illinois","9/3/16","Google Consumer Surveys",73,1185,"likelyvoters",34.91,29.27
"561","IL","Illinois","8/29/16","Ipsos",25,359,"likelyvoters",49.97,36.68
"562","IL","Illinois","8/27/16","Google Consumer Surveys",73,1040,"likelyvoters",34.63,28.61
"563","IL","Illinois","8/22/16","Ipsos",25,366,"likelyvoters",52.63,26.24
"564","IL","Illinois","8/20/16","SurveyMonkey",352,2599,"registeredvoters",45,31
"565","IL","Illinois","8/20/16","Google Consumer Surveys",73,1047,"likelyvoters",35.37,28.77
"566","IL","Illinois","8/15/16","Ipsos",25,788,"likelyvoters",56.22,29.58
"567","IL","Illinois","8/13/16","Google Consumer Surveys",73,1007,"likelyvoters",37.04,26.64
"568","IL","Illinois","8/2/16","Normington, Petts & Associates",280,800,"likelyvoters",51,32
"569","IL","Illinois","7/26/16","Illinois Public Opinion Strategies",NA,824,"likelyvoters",49.2,35.6
"570","IL","Illinois","7/15/16","Victory Research",NA,1200,"likelyvoters",51,34
"571","IL","Illinois","7/12/16","Normington, Petts & Associates",280,800,"likelyvoters",51,32
"572","IL","Illinois","7/11/16","Basswood Research",268,NA,"likelyvoters",46.4,32.5
"573","IL","Illinois","6/7/16","Political Callers, Inc.",NA,732,"likelyvoters",48.3,29.5
"574","IL","Illinois","6/5/16","We Ask America",336,1231,"registeredvoters",47,35
"575","IL","Illinois","3/7/16","Marist College",8,1968,"registeredvoters",57,32
"576","IL","Illinois","1/9/16","Ogden & Fry",NA,502,"likelyvoters",36.5,27.5
"577","IN","Indiana","10/17/16","Google Consumer Surveys",73,717,"likelyvoters",35.95,33.04
"578","IN","Indiana","10/13/16","Ipsos",25,354,"likelyvoters",38.42,49.04
"579","IN","Indiana","10/13/16","Ball State University",NA,544,"likelyvoters",37,43
"580","IN","Indiana","10/12/16","CVOTER International",192,330,"likelyvoters",43.1,52.7
"581","IN","Indiana","10/12/16","Monmouth University",1,402,"likelyvoters",41,45
"582","IN","Indiana","10/12/16","Google Consumer Surveys",73,665,"likelyvoters",38.24,32.72
"583","IN","Indiana","10/8/16","The Times-Picayune/Lucid",NA,1123,"likelyvoters",37,43
"584","IN","Indiana","10/6/16","Ipsos",25,434,"likelyvoters",38.27,47.14
"585","IN","Indiana","10/6/16","Google Consumer Surveys",73,653,"likelyvoters",36.04,35.07
"586","IN","Indiana","10/5/16","CVOTER International",192,329,"likelyvoters",42.8,52.4
"587","IN","Indiana","10/4/16","Public Opinion Strategies",87,600,"likelyvoters",38,43
"588","IN","Indiana","9/30/16","Google Consumer Surveys",73,616,"likelyvoters",35.1,32.52
"589","IN","Indiana","9/29/16","Ipsos",25,430,"likelyvoters",37.21,50.31
"590","IN","Indiana","9/25/16","CVOTER International",192,533,"likelyvoters",40.6,55.4
"591","IN","Indiana","9/23/16","Google Consumer Surveys",73,568,"likelyvoters",36.14,33.29
"592","IN","Indiana","9/22/16","Ipsos",25,340,"likelyvoters",35.88,53.16
"593","IN","Indiana","9/18/16","CVOTER International",192,532,"likelyvoters",40.9,54.4
"594","IN","Indiana","9/17/16","Google Consumer Surveys",73,607,"likelyvoters",31.89,32.25
"595","IN","Indiana","9/15/16","Ipsos",25,367,"likelyvoters",34.92,53.53
"596","IN","Indiana","9/10/16","Google Consumer Surveys",73,667,"likelyvoters",30.92,31.52
"597","IN","Indiana","9/8/16","Ipsos",25,372,"likelyvoters",33.33,53.13
"598","IN","Indiana","9/7/16","Public Opinion Strategies",87,600,"likelyvoters",36,43
"599","IN","Indiana","9/3/16","Google Consumer Surveys",73,715,"likelyvoters",29.21,35.57
"600","IN","Indiana","9/1/16","Ipsos",25,351,"likelyvoters",32.07,55.94
"601","IN","Indiana","8/27/16","Google Consumer Surveys",73,598,"likelyvoters",34.59,30.45
"602","IN","Indiana","8/25/16","Ipsos",25,303,"likelyvoters",32.08,55.66
"603","IN","Indiana","8/20/16","SurveyMonkey",352,2294,"registeredvoters",30,46
"604","IN","Indiana","8/20/16","Google Consumer Surveys",73,631,"likelyvoters",31.81,35.98
"605","IN","Indiana","8/18/16","Ipsos",25,283,"likelyvoters",34.06,55.4
"606","IN","Indiana","8/14/16","Monmouth University",1,403,"likelyvoters",36,47
"607","IN","Indiana","8/13/16","Google Consumer Surveys",73,617,"likelyvoters",31.62,35.74
"608","IN","Indiana","8/11/16","Ipsos",25,335,"likelyvoters",36.31,54.13
"609","IN","Indiana","8/2/16","Expedition Strategies",NA,600,"likelyvoters",44,44
"610","IN","Indiana","7/20/16","Tarrance Group",86,503,"registeredvoters",36,50
"611","IN","Indiana","5/13/16","Bellwether Research & Consulting",NA,600,"registeredvoters",31,40
"612","IN","Indiana","4/27/16","Marist College",8,2149,"registeredvoters",41,48
"613","IN","Indiana","4/19/16","Public Opinion Strategies",87,500,"likelyvoters",39,47
"614","KS","Kansas","10/17/16","Google Consumer Surveys",73,286,"likelyvoters",38.59,29.67
"615","KS","Kansas","10/13/16","SurveyUSA",12,581,"likelyvoters",36,47
"616","KS","Kansas","10/12/16","CVOTER International",192,332,"likelyvoters",39.5,55.5
"617","KS","Kansas","10/12/16","Google Consumer Surveys",73,264,"likelyvoters",45.87,26.74
"618","KS","Kansas","10/10/16","Ipsos",25,349,"likelyvoters",37.87,50.29
"619","KS","Kansas","10/6/16","Google Consumer Surveys",73,250,"likelyvoters",40.37,30.72
"620","KS","Kansas","10/5/16","CVOTER International",192,332,"likelyvoters",39.5,54.8
"621","KS","Kansas","10/3/16","Ipsos",25,382,"likelyvoters",37.9,50.27
"622","KS","Kansas","9/30/16","Google Consumer Surveys",73,294,"likelyvoters",36.39,28.62
"623","KS","Kansas","9/26/16","Ipsos",25,374,"likelyvoters",34.85,55.3
"624","KS","Kansas","9/25/16","CVOTER International",192,535,"likelyvoters",38.3,57.8
"625","KS","Kansas","9/23/16","Google Consumer Surveys",73,252,"likelyvoters",42.95,30.92
